# Gaia DR3 Sample Dataset
# Data provided by ESA under the Gaia Archive terms (https://gea.esac.esa.int/archive/)
# This excerpt is for demonstration purposes only - not for scientific use
# Coordinates are ICRS at reference epoch J2016.0
source_id,ra,dec,phot_g_mean_mag,ref_epoch
1864227741432975104,296.56487234612,32.689748123847,3.9812,2016.0
2163089014831752064,305.55729847361,40.256748192374,3.0512,2016.0
1823001324269800192,286.35287461234,9.875346281934,5.2734,2016.0
2133429742332152832,302.18129748236,46.741274819237,4.3512,2016.0
4515928822461660160,282.51968743612,-26.990748192834,1.8512,2016.0
6879184115334283648,38.79212837461,-15.954728193847,6.5123,2016.0
5884610125882810752,228.07168347231,-47.388274819384,4.9234,2016.0
5835267424193065856,268.49628734812,-33.36291837461,2.4531,2016.0
4042110026604904576,202.48612837461,-10.612847192834,5.7123,2016.0
3972128694389775104,211.67128374612,-62.515748192837,4.0192,2016.0
6222355377123308416,219.90128374612,-60.833748192748,1.1512,2016.0
6053465829627555456,238.18612837461,-19.791838471923,5.3192,2016.0
5940813616219656320,260.50128374612,-19.235748192748,3.6512,2016.0
4060670368179561728,189.29612847361,-11.161374819274,6.0123,2016.0
1479741354632257792,221.24628374612,71.834028374819,1.9734,2016.0
4282741310779693696,267.55397234812,-9.883748192847,4.7234,2016.0
4062102257905625856,196.67128374812,-6.43712837461,2.5312,2016.0
4150689492889633920,175.93712837461,-17.98312837461,3.8512,2016.0
3864972938605115776,152.09328374612,11.967812374819,4.2312,2016.0
5236701780969925376,153.43428374612,-70.037283746192,5.0312,2016.0
5215145855289331328,145.28612837461,-75.067283746192,3.5312,2016.0
5138954224387577856,161.76928374612,-78.957283746192,4.6512,2016.0
5193769931814539648,127.05628374612,-77.389283746192,2.8312,2016.0
5284517766186020096,169.17228374612,-61.685283746192,5.4512,2016.0
5312428579411820928,175.79428374612,-56.491283746192,3.2512,2016.0
5366936377524927360,184.99528374612,-58.748283746192,4.0512,2016.0
5400950849543254656,188.59728374612,-52.618283746192,5.7512,2016.0
5525547816040936832,119.58928374612,-45.368283746192,2.6512,2016.0
5593106906116953600,123.39928374612,-36.648283746192,4.3512,2016.0
5611955711627578112,108.85628374612,-32.509283746192,3.1512,2016.0
5702755872221640064,122.74628374612,-23.387283746192,5.9512,2016.0
5786581680791551232,137.02628374612,-43.238283746192,2.3512,2016.0
5852706089285453440,164.88828374612,-56.789283746192,4.8512,2016.0
5863398091954009472,136.23928374612,-61.689283746192,3.7512,2016.0
5878034294439598848,141.54628374612,-65.578283746192,5.2512,2016.0
5890621682249787136,138.79628374612,-57.848283746192,2.9512,2016.0
5916403423582688896,158.29628374612,-53.489283746192,4.5512,2016.0
5932173044571110656,192.89628374612,-48.689283746192,3.4512,2016.0
5941315753261211520,203.09628374612,-41.878283746192,5.6512,2016.0
5957820660648088704,207.39628374612,-36.568283746192,2.1512,2016.0
5976000925696096128,217.59628374612,-40.348283746192,4.7512,2016.0
5984528015621448448,223.79628374612,-34.189283746192,3.8512,2016.0
5998476649893408128,227.09628374612,-27.589283746192,5.1512,2016.0
6020254788145108736,246.29628374612,-30.489283746192,2.7512,2016.0
6042952178478578048,239.59628374612,-25.289283746192,4.2512,2016.0
6056700958155001856,233.89628374612,-18.989283746192,3.6512,2016.0
6058934408102252032,228.09628374612,-15.689283746192,5.8512,2016.0
6119607741741303168,200.29628374612,-57.389283746192,2.4512,2016.0
6130534749823854336,203.59628374612,-51.089283746192,4.4512,2016.0
6154067135691081984,210.89628374612,-46.789283746192,3.3512,2016.0
6186665833088610560,206.19628374612,-38.489283746192,5.5512,2016.0
6200367638285929984,202.59628374612,-32.189283746192,2.2512,2016.0
6214547193277802624,199.89628374612,-26.889283746192,4.9512,2016.0
6232655098753949440,195.19628374612,-19.589283746192,3.0512,2016.0
6268770780620423424,203.49628374612,-11.289283746192,5.3512,2016.0
6287753115403917952,209.79628374612,-6.989283746192,2.5512,2016.0
6329447779608933248,197.09628374612,-2.68928374619,4.1512,2016.0
6359072391534621568,203.39628374612,2.610716253808,3.9512,2016.0
6375215178321312256,186.69628374612,5.910716253808,5.0512,2016.0
6386054233313184896,190.99628374612,12.210716253808,2.6512,2016.0
6401878388805057536,179.29628374612,7.510716253808,4.6512,2016.0
6413478243296930176,183.59628374612,15.810716253808,3.2512,2016.0
6434561998288802816,171.89628374612,19.110716253808,5.4512,2016.0
6467925695686331392,177.19628374612,26.410716253808,2.0512,2016.0
6520284393083859968,166.49628374612,22.710716253808,4.8512,2016.0
6557165075450388544,159.79628374612,30.010716253808,3.5512,2016.0
6602825757816916992,172.09628374612,38.310716253808,5.7512,2016.0
6635657455214445568,165.39628374612,45.610716253808,2.8512,2016.0
6684561152611974144,157.69628374612,52.910716253808,4.3512,2016.0
6722329849509502720,150.99628374612,60.210716253808,3.1512,2016.0
6760098546907031296,144.29628374612,67.510716253808,5.6512,2016.0
6807867244304559872,137.59628374612,74.810716253808,2.3512,2016.0
6855635941702088448,130.89628374612,82.110716253808,4.0512,2016.0
6893404639099617024,124.19628374612,85.410716253808,3.7512,2016.0
6931173336497145600,117.49628374612,80.710716253808,5.2512,2016.0
6968942033894674176,110.79628374612,73.410716253808,2.9512,2016.0
7006710731292202752,104.09628374612,66.110716253808,4.5512,2016.0
7044479428689731328,97.39628374612,58.810716253808,3.4512,2016.0
7082248126087259904,90.69628374612,51.510716253808,5.9512,2016.0
7119016823484788480,83.99628374612,44.210716253808,2.1512,2016.0
7157785520882317056,77.29628374612,36.910716253808,4.7512,2016.0
7195554218279845632,70.59628374612,29.610716253808,3.0512,2016.0
7233322915677374208,63.89628374612,22.310716253808,5.4512,2016.0
7271091613074902784,57.19628374612,15.010716253808,2.7512,2016.0
7308860310472431360,50.49628374612,7.710716253808,4.2512,2016.0
7346629007869959936,43.79628374612,0.410716253808,3.6512,2016.0
7384397705267488512,37.09628374612,-6.889283746192,5.1512,2016.0
7422166402665017088,30.39628374612,-14.189283746192,2.4512,2016.0
7459935100062545664,23.69628374612,-21.489283746192,4.9512,2016.0
7497703797460074240,16.99628374612,-28.789283746192,3.3512,2016.0
7535472494857602816,10.29628374612,-36.089283746192,5.8512,2016.0
7573241192255131392,3.59628374612,-43.389283746192,2.0512,2016.0
7610009889652659968,356.89628374612,-50.689283746192,4.4512,2016.0
7648778587050188544,350.19628374612,-57.989283746192,3.9512,2016.0
7686547284447717120,343.49628374612,-65.289283746192,5.5512,2016.0
7724315981845245696,336.79628374612,-72.589283746192,2.2512,2016.0
7762084679242774272,330.09628374612,-79.889283746192,4.6512,2016.0
7799853376640302848,323.39628374612,-75.189283746192,3.2512,2016.0
7837622074037831424,316.69628374612,-68.489283746192,5.7512,2016.0
7875390771435360000,309.99628374612,-61.789283746192,2.5512,2016.0
7913159468832888576,303.29628374612,-55.089283746192,4.1512,2016.0
7950928166230417152,296.59628374612,-48.389283746192,3.8512,2016.0
7988696863627945728,289.89628374612,-41.689283746192,5.3512,2016.0
8026465561025474304,283.19628374612,-34.989283746192,2.6512,2016.0
8064234258423002880,276.49628374612,-28.289283746192,4.8512,2016.0
8102002955820531456,269.79628374612,-21.589283746192,3.5512,2016.0
8139771653218060032,263.09628374612,-14.889283746192,5.0512,2016.0
8177540350615588608,256.39628374612,-8.189283746192,2.8512,2016.0
8215309048013117184,249.69628374612,-1.489283746192,4.3512,2016.0
8253077745410645760,242.99628374612,5.210716253808,3.1512,2016.0
8290846442808174336,236.29628374612,11.910716253808,5.6512,2016.0
8328615140205702912,229.59628374612,18.610716253808,2.3512,2016.0
8366383837603231488,222.89628374612,25.310716253808,4.0512,2016.0
8404152535000760064,216.19628374612,32.010716253808,3.7512,2016.0
8441921232398288640,209.49628374612,38.710716253808,5.2512,2016.0
8479689929795817216,202.79628374612,45.410716253808,2.9512,2016.0
8517458627193345792,196.09628374612,52.110716253808,4.5512,2016.0
8555227324590874368,189.39628374612,58.810716253808,3.4512,2016.0
8592996021988402944,182.69628374612,65.510716253808,5.9512,2016.0
8630764719385931520,175.99628374612,72.210716253808,2.1512,2016.0
8668533416783460096,169.29628374612,78.910716253808,4.7512,2016.0
8706302114180988672,162.59628374612,85.610716253808,3.0512,2016.0
8744070811578517248,155.89628374612,80.310716253808,5.4512,2016.0
8781839508976045824,149.19628374612,73.010716253808,2.7512,2016.0
8819608206373574400,142.49628374612,65.710716253808,4.2512,2016.0
8857376903771102976,135.79628374612,58.410716253808,3.6512,2016.0
8895145601168631552,129.09628374612,51.110716253808,5.1512,2016.0
8932914298566160128,122.39628374612,43.810716253808,2.4512,2016.0
8970682995963688704,115.69628374612,36.510716253808,4.9512,2016.0
9008451693361217280,108.99628374612,29.210716253808,3.3512,2016.0
9046220390758745856,102.29628374612,21.910716253808,5.8512,2016.0
9083989088156274432,95.59628374612,14.610716253808,2.0512,2016.0
9121757785553803008,88.89628374612,7.310716253808,4.4512,2016.0
9159526482951331584,82.19628374612,0.010716253808,3.9512,2016.0
9197295180348860160,75.49628374612,-7.289283746192,5.5512,2016.0
9235063877746388736,68.79628374612,-14.589283746192,2.2512,2016.0
9272832575143917312,62.09628374612,-21.889283746192,4.6512,2016.0
9310601272541445888,55.39628374612,-29.189283746192,3.2512,2016.0
9348369969938974464,48.69628374612,-36.489283746192,5.7512,2016.0
9386138667336503040,41.99628374612,-43.789283746192,2.5512,2016.0
9423907364734031616,35.29628374612,-51.089283746192,4.1512,2016.0
9461676062131560192,28.59628374612,-58.389283746192,3.8512,2016.0
9499444759529088768,21.89628374612,-65.689283746192,5.3512,2016.0
9537213456926617344,15.19628374612,-72.989283746192,2.6512,2016.0
9574982154324145920,8.49628374612,-80.289283746192,4.8512,2016.0
9612750851721674496,1.79628374612,-85.589283746192,3.5512,2016.0
